user_message,crisis_label,severity_level,suggested_helpline_id
"I am scared of my partner, he is hitting me.",Domestic Violence,5,women_1091
Someone is touching me.,Women Safety,3,women_1091
"I think I am being stalking, he is following me. Need help now.",Women Safety,4,women_1091
Lost money from my bank account due to lottery scam. I am scared.,Cyber Crime,1,cyber_1930
I am extremely hopeless and thinking of taking pills.,Mental Health Crisis,5,mental_health
I received a lottery scam asking for OTP. Please hurry.,Cyber Crime,3,cyber_1930
I am being following by a driver at the bus stop. I am scared.,Women Safety,4,women_1091
"Domestic violence happening at my neighbor's house, he is locking her. Need help now.",Domestic Violence,4,women_1091
Help! I found a little girl who is hungry at factory. Please hurry.,Child Helpline,5,child_1098
There is a spreading fire at slum area!,Fire Emergency,5,fire_101
My photos are being hacked on telegram.,Cyber Crime,2,cyber_1930
"Bad accident on the crossing, bleeding heavily.",Road Accident,5,ambulance_108
"Need ambulance immediately at crossing, bus accident.",Road Accident,5,ambulance_108
"Please help. I need someone to talk to, I am hopeless.",Mental Health Crisis,4,mental_health
"Please help. Having severe anxiety, please help.",Mental Health Crisis,5,mental_health
Emergency! Someone is abusing me. Please hurry.,Women Safety,5,women_1091
"Need ambulance immediately at junction, bike accident.",Road Accident,5,ambulance_108
"Two cars crashed, people are bleeding heavily.",Road Accident,5,ambulance_108
"I think I am being touching, he is following me. I am scared.",Women Safety,3,women_1091
Please help. A bike hit a old man at highway.,Road Accident,5,ambulance_108
"Emergency! Lost child found at temple, looks scared.",Child Helpline,4,child_1098
"Reporting a fake call scam, they stole my password.",Cyber Crime,1,cyber_1930
"Domestic violence happening at my neighbor's house, he is locking her.",Domestic Violence,5,women_1091
"I am scared of my husband, he is abusing me. Call police.",Domestic Violence,3,women_1091
My photos are being shared on social media. Call police.,Cyber Crime,1,cyber_1930
"Everything feels dark, I just want to suicide.",Mental Health Crisis,3,mental_health
"My friend is talking about jumping off, I'm scared.",Mental Health Crisis,5,mental_health
"Help! I am scared of my partner, he is beating me.",Domestic Violence,5,women_1091
"Two cars crashed, people are stuck inside.",Road Accident,4,ambulance_108
"Urgent. Two cars crashed, people are unconscious.",Road Accident,5,ambulance_108
"Urgent. I suspect child abuse next door, the kid is always scared.",Child Helpline,3,child_1098
"Urgent. Bad accident on the highway, not moving. Please hurry.",Road Accident,4,ambulance_108
My father is abusing me.,Domestic Violence,3,women_1091
I am extremely trapped and thinking of taking pills.,Mental Health Crisis,4,mental_health
Urgent. I received a lottery scam asking for OTP.,Cyber Crime,2,cyber_1930
"Hit and run case at main road, victim is bleeding heavily. I am scared.",Road Accident,5,ambulance_108
"Help! Reporting child labor at shop, little girl is working there.",Child Helpline,4,child_1098
"I am scared of my father, he is abusing me.",Domestic Violence,4,women_1091
"Please save me, my father is trying to beating me.",Domestic Violence,5,women_1091
My partner is hitting me. Call police.,Domestic Violence,4,women_1091
I found a baby who is hungry at street.,Child Helpline,5,child_1098
I feel suicidal and want to end it all.,Mental Health Crisis,5,mental_health
"Help! I want to jumping off, I can't take it anymore.",Mental Health Crisis,4,mental_health
Emergency! A bike hit a old man at junction.,Road Accident,4,ambulance_108
Emergency! My photos are being morphed on telegram. Please hurry.,Cyber Crime,2,cyber_1930
I received a UPI fraud asking for OTP.,Cyber Crime,3,cyber_1930
Lost money from my bank account due to lottery scam.,Cyber Crime,3,cyber_1930
A child is being forced to beg in the railway station.,Child Helpline,3,child_1098
"Emergency! Domestic violence happening at my neighbor's house, he is hitting her.",Domestic Violence,4,women_1091
"Please save me, my brother-in-law is trying to locking me. Please hurry.",Domestic Violence,5,women_1091
"I suspect child abuse next door, the little boy is always lost.",Child Helpline,3,child_1098
"I suspect child abuse next door, the little girl is always scared.",Child Helpline,3,child_1098
"Need ambulance immediately at junction, bike accident.",Road Accident,5,ambulance_108
"Need help immediately at park, stranger is trying to threatening me. Please hurry.",Women Safety,3,women_1091
"Reporting a fraud message scam, they stole my details. Please hurry.",Cyber Crime,2,cyber_1930
"Urgent. Domestic violence happening at my neighbor's house, he is abusing her.",Domestic Violence,5,women_1091
"I want to jumping off, I can't take it anymore.",Mental Health Crisis,4,mental_health
Urgent. My father is threatening me.,Domestic Violence,4,women_1091
I found a kid who is lost at temple.,Child Helpline,4,child_1098
Someone is harassing me.,Women Safety,4,women_1091
"Help! I suspect child abuse next door, the baby is always crying.",Child Helpline,4,child_1098
"Domestic violence happening at my neighbor's house, he is hitting her.",Domestic Violence,5,women_1091
Someone shared my phone.,Cyber Crime,1,cyber_1930
"Help! I need someone to talk to, I am lonely.",Mental Health Crisis,4,mental_health
"Please help. I want to suicide, I can't take it anymore. I am scared.",Mental Health Crisis,3,mental_health
Someone is abusing me.,Women Safety,5,women_1091
Call the fire brigade! school is burning.,Fire Emergency,5,fire_101
My photos are being blocked on whatsapp.,Cyber Crime,3,cyber_1930
I see sparks coming from the slum area.,Fire Emergency,5,fire_101
"My friend is talking about jumping off, I'm scared.",Mental Health Crisis,3,mental_health
My husband is throwing things at me.,Domestic Violence,5,women_1091
"Everything feels dark, I just want to ending my life.",Mental Health Crisis,5,mental_health
Call the fire brigade! office is burning.,Fire Emergency,5,fire_101
"Please help. Need help immediately at cab, stranger is trying to threatening me.",Women Safety,5,women_1091
"Hit and run case at crossing, victim is stuck inside.",Road Accident,5,ambulance_108
"Please help, I am alone and guy is chasing me.",Women Safety,3,women_1091
"Lost child found at park, looks hungry.",Child Helpline,3,child_1098
A car hit a pedestrian at crossing.,Road Accident,5,ambulance_108
"Reporting a fake call scam, they stole my money.",Cyber Crime,2,cyber_1930
"Hit and run case at highway, victim is bleeding heavily.",Road Accident,5,ambulance_108
"Domestic violence happening at my neighbor's house, he is beating her.",Domestic Violence,3,women_1091
I found a kid who is lost at street.,Child Helpline,4,child_1098
I found a minor who is hungry at park.,Child Helpline,5,child_1098
Call the fire brigade! school is burning.,Fire Emergency,5,fire_101
"Please save me, my husband is trying to beating me.",Domestic Violence,5,women_1091
"Please save me, my partner is trying to abusing me.",Domestic Violence,4,women_1091
"I am scared of my father, he is throwing things at me.",Domestic Violence,4,women_1091
"Lost child found at street, looks injured.",Child Helpline,3,child_1098
"Please help. I think I am being stalking, he is following me.",Women Safety,5,women_1091
There is a small fire at apartment! Please hurry.,Fire Emergency,5,fire_101
He is drunk and locking me and the kids.,Domestic Violence,3,women_1091
A truck hit a pedestrian at junction.,Road Accident,4,ambulance_108
"Reporting child labor at temple, minor is working there. Please hurry.",Child Helpline,5,child_1098
"I think I am being harassing, he is following me.",Women Safety,3,women_1091
"Please help. Need help immediately at the bus stop, driver is trying to following me.",Women Safety,4,women_1091
"I think I am being threatening, he is following me.",Women Safety,3,women_1091
I found a baby who is hungry at factory.,Child Helpline,5,child_1098
He is drunk and abusing me and the kids.,Domestic Violence,4,women_1091
"Lost child found at park, looks bruised.",Child Helpline,5,child_1098
Please help. I feel suicidal and I am a burden.,Mental Health Crisis,3,mental_health
"I want to taking pills, I can't take it anymore.",Mental Health Crisis,3,mental_health
"I am scared of my brother-in-law, he is locking me.",Domestic Violence,5,women_1091
Please help. Someone hacked my instagram.,Cyber Crime,3,cyber_1930
"Help! Two cars crashed, people are injured.",Road Accident,5,ambulance_108
I found a little boy who is scared at shop.,Child Helpline,3,child_1098
I am extremely empty and thinking of taking pills.,Mental Health Crisis,4,mental_health
Urgent. There is a spreading fire at market!,Fire Emergency,5,fire_101
"Fire broke out in the school, people are trapped.",Fire Emergency,5,fire_101
"Please save me, my partner is trying to abusing me.",Domestic Violence,4,women_1091
I received a phishing link asking for password. Please hurry.,Cyber Crime,3,cyber_1930
A car hit a biker at junction.,Road Accident,5,ambulance_108
"My friend is talking about jumping off, I'm scared. I am scared.",Mental Health Crisis,3,mental_health
I feel depressed and nobody cares.,Mental Health Crisis,4,mental_health
"I need someone to talk to, I am empty. Please hurry.",Mental Health Crisis,5,mental_health
Please help. My brother-in-law is abusing me.,Domestic Violence,4,women_1091
Someone hacked my email.,Cyber Crime,2,cyber_1930
My partner is throwing things at me.,Domestic Violence,5,women_1091
I received a lottery scam asking for money.,Cyber Crime,2,cyber_1930
"Reporting child labor at park, baby is working there.",Child Helpline,5,child_1098
I feel trapped and I am a burden.,Mental Health Crisis,3,mental_health
"Urgent. Lost child found at temple, looks scared.",Child Helpline,5,child_1098
"Reporting a phishing link scam, they stole my OTP.",Cyber Crime,2,cyber_1930
Urgent. Electric short circuit caused a fire in office.,Fire Emergency,5,fire_101
I received a UPI fraud asking for OTP.,Cyber Crime,3,cyber_1930
"Urgent. Please help, I am alone and driver is abusing me.",Women Safety,4,women_1091
"Reporting a fake call scam, they stole my money.",Cyber Crime,1,cyber_1930
"Having severe anxiety, please help. Call police.",Mental Health Crisis,4,mental_health
Someone morphed my email. Need help now.,Cyber Crime,1,cyber_1930
"Please save me, my brother-in-law is trying to hitting me.",Domestic Violence,3,women_1091
Call the fire brigade! apartment is burning.,Fire Emergency,5,fire_101
I received a UPI fraud asking for identity. I am scared.,Cyber Crime,3,cyber_1930
"Please save me, my brother-in-law is trying to beating me.",Domestic Violence,5,women_1091
My photos are being hacked on whatsapp.,Cyber Crime,2,cyber_1930
"I suspect child abuse next door, the little girl is always scared.",Child Helpline,5,child_1098
"Help! I want to taking pills, I can't take it anymore.",Mental Health Crisis,3,mental_health
I see flames coming from the school.,Fire Emergency,5,fire_101
"I want to killing myself, I can't take it anymore.",Mental Health Crisis,3,mental_health
"Need help immediately at the bus stop, guy is trying to following me. I am scared.",Women Safety,3,women_1091
"Help! I want to jumping off, I can't take it anymore.",Mental Health Crisis,4,mental_health
My brother-in-law is locking me. Please hurry.,Domestic Violence,3,women_1091
I see thick smoke coming from the kitchen.,Fire Emergency,5,fire_101
A truck hit a biker at junction.,Road Accident,5,ambulance_108
"Urgent. Having severe hallucinations, please help.",Mental Health Crisis,4,mental_health
